TXNAME	GENEID	HepG2_directRNA_R1.sorted	A549_directRNA_R2.sorted	A549_directRNA_R3.sorted	HepG2_directRNA_R2.sorted	HepG2_directRNA_R3.sorted	A549_directRNA_R1.sorted
ENST00000415764	ENSG00000206140	0	0	1.5	0	0	0
ENST00000415785	ENSG00000186951	0	0	0	0	0	0
ENST00000415817	ENSG00000099949	0	0	0	0	0	0
ENST00000415961	ENSG00000226336	0	0	0	0	0	0
ENST00000415993	ENSG00000100429	0	0	0	0.33333	0	0
ENST00000416156	ENSG00000183569	1	0	0	0	0	0
ENST00000416196	ENSG00000232707	0	0	0	0	0	0
ENST00000416202	ENSG00000241990	0	15	25	0	0	13
ENST00000416275	ENSG00000224973	0	0	0	0	0	0
ENST00000416285	ENSG00000100211	0	0	0	0	0	0
ENST00000416291	ENSG00000138964	0	0	0	0	0	0
ENST00000416337	ENSG00000215012	0	0	0	0	0	0
ENST00000416352	ENSG00000232396	0	0	0	0	0	0
ENST00000416358	ENSG00000128242	0	1	1	0	0	0
ENST00000416372	ENSG00000040608	0.33333	0	0	0	0	0.33333
ENST00000416405	ENSG00000206142	0	0	0	0	0	0
ENST00000416406	ENSG00000225450	0	0	0	0	0	0
ENST00000416411	ENSG00000188511	0	0	0	0	0	0
ENST00000416427	ENSG00000099901	0	0	0	0	0	0
ENST00000416465	ENSG00000185721	0	0	0	0	0	0
ENST00000416480	ENSG00000100079	0	0	0	0	0	0
ENST00000416498	ENSG00000161103	0	0	0	0	0	0
ENST00000416523	ENSG00000100003	0	0	0	0	0	0
ENST00000416615	ENSG00000206142	0	0	0	0	0	0
ENST00000416640	ENSG00000232771	0	0	0	0	0	0
ENST00000416671	ENSG00000183765	0	0	0	0	0	0
ENST00000416699	ENSG00000189306	0	0	0	0	0	0
ENST00000416717	ENSG00000223553	0	0	0	0	0	0
ENST00000416721	ENSG00000100320	0	6.0556	2.71524	0	0	0
ENST00000416735	ENSG00000100014	0	0	0	0	0	0
ENST00000416740	ENSG00000183785	0	0	0	0	0	0
ENST00000416786	ENSG00000183963	0	0	0	0	0	0
ENST00000416823	ENSG00000185340	0	0	0	0	0	0
ENST00000416905	ENSG00000100297	0	0	0	0	0	0
ENST00000416920	ENSG00000229169	0	0	0	0	0	0
ENST00000416967	ENSG00000100348	1.16396	9.49207	2.71873	0	0	0
ENST00000416983	ENSG00000100060	2	0.5	0	0	0.5	0
ENST00000416995	ENSG00000230866	0	0	0	0	0	0
ENST00000417083	ENSG00000244625	1	2	0	0	0	0
ENST00000417123	ENSG00000232564	0	0	0	0	0	0
ENST00000417137	ENSG00000099956	0	0	0	0	0	0
ENST00000417145	ENSG00000100121	0	0	0.66667	0	0	0
ENST00000417176	ENSG00000205560	0	0	0	0	0	0
ENST00000417194	ENSG00000272578	0	0	0	0	0	0
ENST00000417303	ENSG00000184381	0	0	0	0	0	0
ENST00000417327	ENSG00000237037	0	2	0	0	0	0
ENST00000417332	ENSG00000100242	0	0	0	0	0	0
ENST00000417343	ENSG00000100297	0	0	0	0	0	0
ENST00000417381	ENSG00000235954	0	0	0	0	0	0
ENST00000417397	ENSG00000233388	0	0	0	0	0	0
ENST00000417424	ENSG00000100359	0	0	0	0	0	0
ENST00000417463	ENSG00000234503	0	0	0	0	0	0
ENST00000417497	ENSG00000235954	0	0	0	0	0	0
ENST00000417515	ENSG00000183773	0	0	0	0	0	0
ENST00000417536	ENSG00000100092	0	0	0	1	0	0
ENST00000417586	ENSG00000227370	0	0	0	0	0	0
ENST00000417588	ENSG00000183765	0	0	0	0	0	0
ENST00000417657	ENSG00000241838	0	0	1	0	0	0
ENST00000417669	ENSG00000186732	0	0	0	0	0	0
ENST00000417682	ENSG00000198089	0	0	0	0	0	0
ENST00000417688	ENSG00000196236	0	0	0	0	0	0
ENST00000417702	ENSG00000093000	0	0	0	0	0	0
ENST00000417708	ENSG00000206140	0.06372	0	0	0	0	0
ENST00000417709	ENSG00000075234	0	0	0	0	0	0
ENST00000417712	ENSG00000100221	0	0	0	0	0	0
ENST00000417718	ENSG00000100362	0	0	0	0	0	0
ENST00000417732	ENSG00000229266	0	0	0	0	0	0
ENST00000417767	ENSG00000138964	0	0	0	0	0	0
ENST00000417782	ENSG00000228587	0	0	0	0	0	0
ENST00000417788	ENSG00000100023	6.746	10.19272	6.84248	0	1.32789	5.39335
ENST00000417792	ENSG00000234979	0	0	0	0	0	0
ENST00000417857	ENSG00000100106	0	0	0	0	0	0
ENST00000417863	ENSG00000215268	0	0	0	0	0	0
ENST00000417877	ENSG00000185386	0	0	0	0	0	0
ENST00000417906	ENSG00000100364	0	0	0	0	0	0
ENST00000417948	ENSG00000185022	0	0	0	0	0	0
ENST00000417951	ENSG00000100360	0	0	0	0	0	0
ENST00000417957	ENSG00000226169	0	0	0	0	0	0
ENST00000417999	ENSG00000100399	0	0	0	0	0	0
ENST00000418021	ENSG00000100296	0	0	0	0	0	0
ENST00000418047	ENSG00000248751	0	0	0	0	0	0
ENST00000418067	ENSG00000100401	0	0	0	0	0	0
ENST00000418102	ENSG00000133460	0	0	0	0	0	0
ENST00000418133	ENSG00000100266	0	0	0	0	0	0
ENST00000418170	ENSG00000100281	6	14.2149	5.80855	0	1	6
ENST00000418264	ENSG00000133519	0	0	0	0	0	0
ENST00000418271	ENSG00000233521	0	0	0	0	0	0
ENST00000418292	ENSG00000226471	0	0	0	0	0	0
ENST00000418314	ENSG00000128268	0	0	0	0	0	0
ENST00000418321	ENSG00000184708	0	0	0	0	0	0
ENST00000418339	ENSG00000100106	0	0	0	0	0	0
ENST00000418374	ENSG00000133454	0	0	0	0	0	0
ENST00000418510	ENSG00000224003	0	1	0	0	0	0
ENST00000418590	ENSG00000100241	0	0	0	0	0	0
ENST00000418601	ENSG00000100226	0	0	0	0	0	0
ENST00000418695	ENSG00000229598	0	1	1	0	0	0
ENST00000418705	ENSG00000099901	3	10.09735	4	0	0	0
ENST00000418731	ENSG00000232350	0	0	0	0	0	0
ENST00000418783	ENSG00000237214	11	31	1	0	0	3
ENST00000418794	ENSG00000025770	0	0	0	0	0	0
ENST00000418803	ENSG00000230149	0	0	0	0	0	0
ENST00000418863	ENSG00000128346	0	0	0	0	0	0
ENST00000418876	ENSG00000100109	0	0	0	0	0	0
ENST00000418918	ENSG00000225783	0	0	0	0	0	0
ENST00000418951	ENSG00000099968	2.80834	3.47557	3.98156	0	0	1.5426
ENST00000419054	ENSG00000073146	0	0	0	0	0	0
ENST00000419128	ENSG00000235237	0	0	0	0	0	0
ENST00000419133	ENSG00000100031	0	0	0	0	0	0
ENST00000419222	ENSG00000128262	0	0	0	0	0	0
ENST00000419229	ENSG00000198125	0	0	0	0	0	0
ENST00000419237	ENSG00000225783	0	0	0	0	0	0
ENST00000419253	ENSG00000235954	0	1	0	0	0	0
ENST00000419303	ENSG00000197549	0	0	0	0	0	0
ENST00000419360	ENSG00000100336	0	0	0	0	0	0
ENST00000419368	ENSG00000225465	0	0	0	0	0	0
ENST00000419387	ENSG00000093000	0	0	0	0	0	0
ENST00000419447	ENSG00000161103	0	0	0	0	0	0
ENST00000419475	ENSG00000177096	0	0	0	0	0	0
ENST00000419501	ENSG00000226595	0	0	0	0	0	0
ENST00000419643	ENSG00000234892	0	0	0	0	0	0
ENST00000419722	ENSG00000186716	0	0	0	0	0	0
ENST00000419730	ENSG00000233157	0	0	0	0	0	0
ENST00000419950	ENSG00000226287	0	0	0	0	0	0
ENST00000420012	ENSG00000230485	0	0	0	0	0	0
ENST00000420017	ENSG00000185133	0	0	0	0	0	0
ENST00000420096	ENSG00000233903	0	0	0	0	0	0
ENST00000420118	ENSG00000244491	0	0	0	0	0	0
ENST00000420166	ENSG00000100281	0	0	0	0	0	0
ENST00000420171	ENSG00000230736	0	0	0	0	0	0
ENST00000420172	ENSG00000235246	0	0	0	0	0	0
ENST00000420180	ENSG00000239446	0	0	0	0	0	0
ENST00000420225	ENSG00000236003	0	0	0	0	0	0
ENST00000420242	ENSG00000100109	0	0	0	0	0	0
ENST00000420269	ENSG00000236272	0	0	0	0	0	0
ENST00000420290	ENSG00000183597	0	4.28143	0	0	0	0.14286
ENST00000420391	ENSG00000236464	0	0	0	0	0	0
ENST00000420430	ENSG00000128245	5	0	0	0	0	0
ENST00000420435	ENSG00000184381	0	0	0	0	0	0
ENST00000420436	ENSG00000100033	0	0	0	0	0	0
ENST00000420442	ENSG00000100209	0	0	0	0.5	0	0
ENST00000420508	ENSG00000197210	0	0	0	0	0	0
ENST00000420536	ENSG00000100316	0	0	0	0	0	0
ENST00000420537	ENSG00000231993	0	0	0	0	0	0
ENST00000420561	ENSG00000100413	0	0	0	0	0	0
ENST00000420583	ENSG00000215498	0	0	0	0	0	0
ENST00000420617	ENSG00000232926	0	0	0	0	0	0
ENST00000420626	ENSG00000185252	0	0	0	0	0	0
ENST00000420638	ENSG00000223875	0	0	0	0	0	0
ENST00000420689	ENSG00000056487	0	0	0	0	0	0
ENST00000420700	ENSG00000100225	3.38344	6.52038	1.37842	0	0	1.8125
ENST00000420708	ENSG00000224688	0	1	0	0	0	0
ENST00000420709	ENSG00000185686	0	0	0	0	0	0
ENST00000420768	ENSG00000228050	0	0	0	0	0	0
ENST00000420779	ENSG00000235573	0	0	0	0	0	0
ENST00000420804	ENSG00000186951	0	0	0	0	0	0
ENST00000420849	ENSG00000099917	0	0	0	0	0	0
ENST00000420859	ENSG00000100242	0	0	0	0	0	0
ENST00000420879	ENSG00000187051	0	1.01667	1.06774	0	0	0
ENST00000420895	ENSG00000100228	0	0	0	0	0	0
ENST00000420902	ENSG00000235111	0	0	0	0	0	0
ENST00000420944	ENSG00000223679	0	0	0	0	0	0
ENST00000420968	ENSG00000133519	0	1.50848	0	0	0	0.66667
ENST00000420970	ENSG00000100372	0	0	0	0	1	0
ENST00000420971	ENSG00000100351	0	0	0	0	0	0
ENST00000420993	ENSG00000025770	14	59.69948	23.07796	1.90131	0	8
ENST00000421022	ENSG00000099999	0	0	0	0	0	0
ENST00000421064	ENSG00000273000	0	0	0	0	0	1
ENST00000421116	ENSG00000182841	0	0	0	0	0	0
ENST00000421126	ENSG00000100280	0	0	0	0	0	0
ENST00000421145	ENSG00000233632	0	0	0	0	0	0
ENST00000421213	ENSG00000100218	0	0	0	0	0	0
ENST00000421232	ENSG00000133424	0	0	0	0	0	0
ENST00000421236	ENSG00000239282	0	0	0	0	0	0
ENST00000421253	ENSG00000244625	0	0	0	0	0	0
ENST00000421359	ENSG00000075234	0	0	0	0	0	0
ENST00000421374	ENSG00000100014	0	0	0	0	0	0
ENST00000421503	ENSG00000159873	1.22776	5.78843	0	0	2	1.77
ENST00000421538	ENSG00000231711	0	0	0	0	0	0
ENST00000421539	ENSG00000100368	0	0	0	0	0	0
ENST00000421572	ENSG00000237517	0	0	0	0	0	0
ENST00000421576	ENSG00000215498	0	0	0	0	0	0
ENST00000421656	ENSG00000099901	0	0	0	0	0	0
ENST00000421768	ENSG00000133424	0	0	0	0	0	0
ENST00000421867	ENSG00000225783	0	0	0	0	0	0
ENST00000421900	ENSG00000100379	0	0	0	0	0	0
ENST00000421957	ENSG00000227367	0	0	0	0	0	0
ENST00000421968	ENSG00000070010	0	2.0141	0	0	0	0
ENST00000421988	ENSG00000100298	0	0	0	0	0	0
ENST00000422014	ENSG00000236666	0	0	0	0	0	0
ENST00000422020	ENSG00000241878	0	0	0	0	0	0
ENST00000422086	ENSG00000161149	0	0.5	0	0	0	0
ENST00000422151	ENSG00000215478	0	0	0	0	0	0
ENST00000422191	ENSG00000128346	0	0	0	0	0	0
ENST00000422210	ENSG00000099957	0	0	0	0	0	0
ENST00000422252	ENSG00000183172	3.03371	9.36001	6.11538	0	0	2.1
ENST00000422315	ENSG00000229409	0	0	0	0	0	0
ENST00000422332	ENSG00000226444	0	0	0	0	0	0
ENST00000422336	ENSG00000100266	0	0	0	0	0	0
ENST00000422379	ENSG00000100099	0	0	0	0	0	0
ENST00000422403	ENSG00000225783	0	0	0	0	0	0
ENST00000422408	ENSG00000228274	0	0	1	0	0	0
ENST00000422426	ENSG00000128284	0	0	0	0	0	0
ENST00000422450	ENSG00000226534	0	0	0	0	0	0
ENST00000422471	ENSG00000100342	0	0	0	0	0	0
ENST00000422489	ENSG00000093000	0	0	0	0	0	0
ENST00000422506	ENSG00000228315	0	0	0.16667	0	0	0
ENST00000422525	ENSG00000130540	0	0	0	0	0	0
ENST00000422608	ENSG00000237835	0	0	0	0	0	0
ENST00000422706	ENSG00000100342	3	1.5	2	2.5	1	0.5
ENST00000422713	ENSG00000075234	0	0	0	0	0	0
ENST00000422715	ENSG00000226287	0	0	0	0	0	0
ENST00000422833	ENSG00000231495	0	0	0	0	0	0
ENST00000422838	ENSG00000100401	0	0	0	0	0	0
ENST00000422839	ENSG00000183963	0	0	0	0	0	0
ENST00000422851	ENSG00000196588	0	0	0	0	0	0
ENST00000422871	ENSG00000138964	0	0	0	0	0	0
ENST00000422876	ENSG00000234884	0	0	0	0	0	0
ENST00000422915	ENSG00000231369	0	0	2	0	0	0
ENST00000422917	ENSG00000235343	0	0	0	0	0	0
ENST00000422971	ENSG00000238120	0	2	1	0	0	4
ENST00000422972	ENSG00000226471	0	0	0	0	0	0
ENST00000422995	ENSG00000235989	0	0.5	0	0	0	0
ENST00000423024	ENSG00000100083	0	0	0	0	0	0
ENST00000423069	ENSG00000205560	0	1	0	0	0	0
ENST00000423097	ENSG00000184708	0	0	0	0	0	0
ENST00000423154	ENSG00000226989	0	0	0	0	0	0
ENST00000423176	ENSG00000239900	0	0	0	0	0	0
ENST00000423180	ENSG00000100344	0	0	0	0	0	0.5
ENST00000423259	ENSG00000226477	0	0	0	0	0	0
ENST00000423262	ENSG00000100364	0	0	0	0	0	0
ENST00000423293	ENSG00000213857	0	2	3	0	0	0
ENST00000423297	ENSG00000235992	0	0	0	0	0	0
ENST00000423299	ENSG00000128242	0	1	1	0	0	0
ENST00000423307	ENSG00000228039	0	0	0	0	0	0
ENST00000423311	ENSG00000233080	0	0	0	0	0	0
ENST00000423346	ENSG00000230912	0	0	0	0	0	0
ENST00000423350	ENSG00000185339	0	0	0	0	0	0
ENST00000423364	ENSG00000099910	0	0	0	0	0	0
ENST00000423371	ENSG00000128242	0	2	0	0	0	0
ENST00000423375	ENSG00000133424	0	0	0	0	0	0
ENST00000423392	ENSG00000159496	0	0	0	0	0	0
ENST00000423412	ENSG00000237439	0	0	0	0	0	0
ENST00000423535	ENSG00000206069	0	0	0	0	0	0
ENST00000423580	ENSG00000273244	0	0	0	0	0	0
ENST00000423587	ENSG00000228807	0	0	0	0	1	0
ENST00000423610	ENSG00000232346	26	128	35	6	4	15
ENST00000423712	ENSG00000234891	0	0	0	0	0	0
ENST00000423736	ENSG00000236499	0	0	0	0	0	0
ENST00000423737	ENSG00000224271	0	0	0	0	0	0
ENST00000423761	ENSG00000187045	0	0	0	0	0	0
ENST00000423821	ENSG00000249333	0	0	0	0	0	0
ENST00000423857	ENSG00000226573	0	0	0	0	0	0
ENST00000423859	ENSG00000099901	0	0	0	0	0	0
ENST00000423862	ENSG00000099917	0	0	0	0	0	0
ENST00000423888	ENSG00000184319	0	0	0	0.5	0	0
ENST00000423900	ENSG00000167077	0.33333	0	0	0	0	0
ENST00000423913	ENSG00000273000	0	0	0	0	0	0
ENST00000423928	ENSG00000229027	0	0	0	0	0	0
ENST00000423972	ENSG00000133460	0	0	0	0	0	0
ENST00000423980	ENSG00000100350	0	0	0	0	0	0
ENST00000424008	ENSG00000100139	1	0	0	0	0	0
ENST00000424029	ENSG00000215478	0	0	0	0	0	0
ENST00000424046	ENSG00000243156	0	0	0	0	0	0
ENST00000424161	ENSG00000235954	0	0	0	0	0	0
ENST00000424217	ENSG00000099998	0	0	0	0	0	0
ENST00000424224	ENSG00000184792	0	0	0	0	0	0
ENST00000424232	ENSG00000128271	0	0	0	0	0	0
ENST00000424287	ENSG00000099917	0	0	0	0	0	0
ENST00000424291	ENSG00000224973	0	0	0	0	0	0
ENST00000424350	ENSG00000100124	0	0	0	0	0	0
ENST00000424354	ENSG00000198911	0	0	0	0	0	0
ENST00000424380	ENSG00000237977	0	0	0	0	0	0
ENST00000424387	ENSG00000100284	0	0	0	0	0	0
ENST00000424393	ENSG00000100038	0	0	0	0	0	0
ENST00000424407	ENSG00000283366	0	0	0	0	0	0
ENST00000424410	ENSG00000215498	0	0	0	0	0	0
ENST00000424436	ENSG00000225720	0	0	0	0	0	0
ENST00000424496	ENSG00000225528	0	2	1	0	0	0
ENST00000424508	ENSG00000100364	0	0	0	0	0	0
ENST00000424557	ENSG00000100376	0	0	0	0	0	0
ENST00000424559	ENSG00000235776	0	8	1	0	0	0
ENST00000424580	ENSG00000230922	0	2	0	0	0	0
ENST00000424613	ENSG00000224883	0	0	0	0	0	0
ENST00000424634	ENSG00000093000	0	0	0	0	0	0.5
ENST00000424647	ENSG00000100034	0	0	0	0	0	0
ENST00000424656	ENSG00000169184	0	0	0	0	0	0
ENST00000424694	ENSG00000100151	0	1	0	0	0	0
ENST00000424706	ENSG00000184949	0	0	0	0	0	0
ENST00000424746	ENSG00000230769	0	0	0	0	0	0
ENST00000424761	ENSG00000223695	0	0	0	0	0	0
ENST00000424765	ENSG00000100060	0	0	0	0	0	0
ENST00000424770	ENSG00000233866	0	0	0	0	0	0
ENST00000424775	ENSG00000205702	0	0	0	0	0	0
ENST00000424852	ENSG00000229891	0	0	0	0	0	0
ENST00000424878	ENSG00000128284	0	0	0	0	0	0
ENST00000424973	ENSG00000166897	0	0	0	0	0	0
ENST00000425018	ENSG00000128159	0	0	0	0	0	0
ENST00000425028	ENSG00000100225	6.76688	26.08152	2.75685	0	0	5.4375
ENST00000425038	ENSG00000229027	0	0	0	0	0	0
ENST00000425098	ENSG00000079974	0	0	0	0	0	0
ENST00000425112	ENSG00000235954	1.23828	0	0	0	0	0
ENST00000425169	ENSG00000025708	1.08465	3.48702	1.21664	0	0	0
ENST00000425190	ENSG00000183765	0	0	0	0	0	0
ENST00000425203	ENSG00000182541	0	0	0	0	0	0
ENST00000425366	ENSG00000233764	0	0	0	0	0	0
ENST00000425375	ENSG00000100284	0	0	0	0	0	0
ENST00000425408	ENSG00000099998	0	0	0	0	0	0
ENST00000425458	ENSG00000206140	0	0	0	0	0	0
ENST00000425476	ENSG00000225783	0	0	0	0	0	0
ENST00000425542	ENSG00000100097	3.54886	7.83355	4.65	0	2.71429	0
ENST00000425548	ENSG00000226912	0	0	0	0	0	0
ENST00000425671	ENSG00000198089	0	0	0	0	0	0
ENST00000425691	ENSG00000239282	0	0	0	0	0	0
ENST00000425869	ENSG00000184624	0	0	0	0	0	0
ENST00000425895	ENSG00000100031	1.66171	2.38526	0	0	0	1.36346
ENST00000425948	ENSG00000234353	0	0	0	0	0	0
ENST00000425954	ENSG00000196576	0	0	0	0	0	0
ENST00000425975	ENSG00000161180	0	0	0	0	0	0
ENST00000425986	ENSG00000040608	0.33333	0	0	0	0	0.33333
ENST00000426024	ENSG00000227755	0	0	0	0	0	0
ENST00000426025	ENSG00000224435	0	0	0	0	0	0
ENST00000426053	ENSG00000100342	0	0	0	0	0	0
ENST00000426076	ENSG00000229658	0	0	0	0	0	0
ENST00000426108	ENSG00000229088	0	0	0	0	0	0
ENST00000426112	ENSG00000234869	0	0	0	0	0	0
ENST00000426113	ENSG00000183773	0	0	0	0	0	0
ENST00000426145	ENSG00000099960	0	0	0	0	0	0
ENST00000426208	ENSG00000183785	0	0	0	0	0	0
ENST00000426220	ENSG00000128242	0	2	0	0	0	0
ENST00000426256	ENSG00000138942	0	0	0	0	0	0
ENST00000426258	ENSG00000100151	0	0	0	0	0	0
ENST00000426282	ENSG00000226328	1	5	0	0	0	0
ENST00000426354	ENSG00000230120	0	0	0	0	0	0
ENST00000426396	ENSG00000100372	0	0	0	0	0	0
ENST00000426397	ENSG00000230137	0	0	0	0	0	0
ENST00000426448	ENSG00000215493	0	0	0	0	0	0
ENST00000426452	ENSG00000224271	0	0	0	0	0	0
ENST00000426467	ENSG00000226741	0	0	0	0	0	0
ENST00000426483	ENSG00000225335	0	0	0	0	0	0
ENST00000426531	ENSG00000100353	0	0	0	0	0	0
ENST00000426545	ENSG00000234009	2	3	0	4	0	0
ENST00000426585	ENSG00000100181	0	0	0	0	0	0
ENST00000426594	ENSG00000235954	0	0	0	0	0	0
ENST00000426621	ENSG00000185022	0	1.66815	1.25764	0	0.5	0
ENST00000426674	ENSG00000184381	0	0	0	0	0	0
ENST00000426721	ENSG00000230701	1	0	0	1	0	0
ENST00000426858	ENSG00000100116	0	0	0	0	0	0
ENST00000426927	ENSG00000183963	0	0	0	0	0	0
ENST00000426939	ENSG00000128284	0	0	0	0	0	0
ENST00000427034	ENSG00000100142	0	0	0	0	0	0
ENST00000427084	ENSG00000100372	0	0	0	0	0	0
ENST00000427114	ENSG00000184381	0	0	0	0	0	0
ENST00000427147	ENSG00000206140	0	0	0	0	0	0
ENST00000427222	ENSG00000100239	0	0	0	0	0	0
ENST00000427227	ENSG00000236890	0	0	0	0	0	0
ENST00000427360	ENSG00000238195	0	0	0	0	0	0
ENST00000427389	ENSG00000100221	0	0	0	0	0	0
ENST00000427407	ENSG00000183628	0	1.08598	0	0	0	0
ENST00000427453	ENSG00000184381	0	0	0	0	0	0
ENST00000427470	ENSG00000225480	0	0	0	0	0	0
ENST00000427494	ENSG00000243811	0	0	0	0	0	0
ENST00000427528	ENSG00000184319	0	0	0	0	0	0
ENST00000427592	ENSG00000100156	0	0	0	0	0	0
ENST00000427602	ENSG00000226160	0	0	0	0	0	0
ENST00000427632	ENSG00000223350	0	0	0	0	0	0
ENST00000427770	ENSG00000100146	0	0	0	0	0	0
ENST00000427777	ENSG00000100376	0	0	0	0	0	0
ENST00000427789	ENSG00000217261	0	0	0	0	0	0
ENST00000427791	ENSG00000186716	0	0	0	0	0	0
ENST00000427813	ENSG00000178803	0	0	0	0	0	0
ENST00000427829	ENSG00000196576	0	0	0	0	0	0
ENST00000427834	ENSG00000100359	0	1.0413	0	0	0	0
ENST00000427881	ENSG00000227895	0	0	0	0	0	0
ENST00000427899	ENSG00000128242	0	0	0	0	0	0
ENST00000427905	ENSG00000100316	3.01244	10.09988	2.00359	0	0	3.0353
ENST00000427926	ENSG00000070371	0	11.51396	4	0	0	3
ENST00000427990	ENSG00000100342	0	0	0	0	0	0
ENST00000428061	ENSG00000215193	0	0	0	0	0	0
ENST00000428069	ENSG00000100335	0	2	0	0	0	0
ENST00000428075	ENSG00000100106	0	0	0	0	0	0
ENST00000428078	ENSG00000235478	0	0	0	0	0	0
ENST00000428118	ENSG00000230471	0	0	0	0	0	0
ENST00000428195	ENSG00000100003	0	0	0	0	0	0
ENST00000428201	ENSG00000236054	0	0	0	0	0	0
ENST00000428253	ENSG00000099953	0	0	0	0	0	0
ENST00000428294	ENSG00000244627	0	1	0	0	0	0
ENST00000428336	ENSG00000100300	0	0	0	0	0	0
ENST00000428374	ENSG00000100296	0	0	0	0	0	0
ENST00000428401	ENSG00000236325	0	1	0	0	0	0
ENST00000428415	ENSG00000234928	0	0	0	0	0	0
ENST00000428462	ENSG00000100206	0	0	1	0	0	1
ENST00000428540	ENSG00000188064	0	0	0	0	0	0
ENST00000428572	ENSG00000128298	0	0	0	0	0	0
ENST00000428575	ENSG00000196419	3.54486	3.46675	5.30212	0	0	2.78639
ENST00000428584	ENSG00000235954	0	0	0	0	0	0
ENST00000428606	ENSG00000244627	0	0	0	0	0	0
ENST00000428622	ENSG00000185340	0	0	0	0	0	0
ENST00000428629	ENSG00000099917	0	0	0	0	0	0
ENST00000428682	ENSG00000128242	0	0	1	0	0	0
ENST00000428707	ENSG00000093010	0	0	0	0	0	0
ENST00000428752	ENSG00000226287	0	0	0	0	0	0
ENST00000428765	ENSG00000230107	0	0	0	0	0	0
ENST00000428786	ENSG00000232710	0	0	0	0	0	0
ENST00000428790	ENSG00000244723	0	0	0	0	0	0
ENST00000428792	ENSG00000099977	1	0	0	0	0	0
ENST00000428799	ENSG00000196236	0	0	0	0	0	0
ENST00000428818	ENSG00000235954	0	0	0	0	0	0
ENST00000428828	ENSG00000241832	0	0	0	0	0	0
ENST00000428838	ENSG00000225867	0	0	0	0	0	0
ENST00000428850	ENSG00000234764	0	0	0	0	0	0
ENST00000428855	ENSG00000100031	0	0	0	0	0	0
ENST00000428858	ENSG00000235954	0	0	0	0	0	0
ENST00000428892	ENSG00000244509	1	0	0	0	0	0
ENST00000428937	ENSG00000093009	0	0	0	0	0	0
ENST00000428989	ENSG00000177989	0.66667	0.5713	3.49097	0	0	0
ENST00000429025	ENSG00000236132	0	0	0	0	0	0
ENST00000429068	ENSG00000187045	0	0	0	0	0	0
ENST00000429106	ENSG00000235328	0	0	1	0	0	0
ENST00000429218	ENSG00000100083	0	0	0	0	0	0
ENST00000429226	ENSG00000186998	0	0	0	0	0	0
ENST00000429300	ENSG00000100033	0	0	0	0	0	0
ENST00000429350	ENSG00000227117	0	0	0	0	0	0
ENST00000429360	ENSG00000128309	163.13876	290.019	89.88101	25	1.83886	19.74105
ENST00000429374	ENSG00000100429	1	0	0	1	0	0
ENST00000429402	ENSG00000128268	0	0	0	0	0	0
ENST00000429411	ENSG00000100099	0	0	0	0	0	0
ENST00000429435	ENSG00000236831	0	0	0	0	0	0
ENST00000429468	ENSG00000133422	0	0.91963	0	0	0	0
ENST00000429594	ENSG00000277971	0	0	0	0	0	0
ENST00000429618	ENSG00000235445	0	0	0	0	0	0
ENST00000429622	ENSG00000100385	0	0	0	0	0	0
ENST00000429683	ENSG00000241878	0	0	0	0	0	0
ENST00000429917	ENSG00000100003	0	0	0	0	0	0
ENST00000429962	ENSG00000230513	1	12	3	0	1	1
ENST00000430101	ENSG00000099977	0	0	0	0	0	0
ENST00000430127	ENSG00000186998	0	0	0	0	0	0
ENST00000430142	ENSG00000100038	0	0	0	0	0	0
ENST00000430175	ENSG00000167065	0	0	0	0	0	0
ENST00000430185	ENSG00000100242	0	0	0	0	0	0
ENST00000430220	ENSG00000133424	0	0	0	0	0	0
ENST00000430221	ENSG00000100372	0	0	0	0	0	0
ENST00000430281	ENSG00000234688	0	0	0	0	0	0
ENST00000430289	ENSG00000100031	0	0	0	0	0	0
ENST00000430306	ENSG00000197421	0	0	0	0	0	0
ENST00000430335	ENSG00000213923	0	0	0	0	0	0
ENST00000430357	ENSG00000228315	0	0	0.16667	0	0	0
ENST00000430411	ENSG00000100060	0	0	0	0	0	0
ENST00000430449	ENSG00000227519	0	0	0	0	0	0
ENST00000430463	ENSG00000215498	0	0	0	0	0	0
ENST00000430468	ENSG00000231405	0	0	0	0	0	0
ENST00000430483	ENSG00000225783	0	0	0	0	0	0
ENST00000430524	ENSG00000099901	0	3.483	1.27957	0	0	0
ENST00000430525	ENSG00000235954	0	0	0	0	0	0
ENST00000430547	ENSG00000093000	0	0	0	0	0	0
ENST00000430579	ENSG00000243519	0	0	0	0	0	0
ENST00000430687	ENSG00000128283	0	0	0	0	0	0
ENST00000430701	ENSG00000100360	0	0	0	0	0	0
ENST00000430707	ENSG00000234353	0	0	0	0	0	0
ENST00000430731	ENSG00000224806	0	0	0	0	0	0
ENST00000430807	ENSG00000183597	0	0	0	0	0	0
ENST00000430839	ENSG00000187860	0	0	0	0	0	0
ENST00000430853	ENSG00000235954	0	0	0	0	0	0
ENST00000430869	ENSG00000224856	0	0	2	1	0	0
ENST00000430883	ENSG00000243902	0	0	0	0	0	0
ENST00000430886	ENSG00000184381	0	0	0	0	0	0
ENST00000430910	ENSG00000240122	0	0	0	0	0	0
ENST00000431036	ENSG00000223730	0	1	0	0	0	0
ENST00000431039	ENSG00000100154	0	0	0	0	0	0
ENST00000431044	ENSG00000184702	0	6.66667	5.83336	0	0	0
